kelime,kok
varmıştım,var:mıştım
şaştı,şaş:tı
yapmamda,yap:mamda
atılmak,atıl:mak
ciddiydi,ciddi:ydi
birinci,birinci
çekinmiyorlar,çekin:miyorlar
kıymetlendiriyordum,kıymetlen:diriyordum
hangi,hangi
kızdırdığını,kız:dırdığını
duydukları,duyduk:ları
evine,ev:ine
yakınlaşmalar,yakın:laşmalar
atlantik'teki,atlantik:'teki
bırakmıştım,bırak:mıştım
tanıyoruz,tanı:yoruz
yürüyebilecek,yürü:yebilecek
dolaşanlar,dolaş:anlar
kaldıkça,kal:dıkça
tutarak,tut:arak
portrede,portre:de
yaptım,yap:tım
haykırarak,haykır:arak
daktiloya,daktilo:ya
bizimkinde,bizimki:nde
köşelerin,köşe:lerin
kaldırarak,kaldır:arak
bitirmiş,bitir:miş
acıkmamış,acık:mamış
hülyalarımdan,hülya:larımdan
merdivenden,merdiven:den
besbelliydi,besbelli:ydi
vekâleti'ndedir,vekâleti:'ndedir
içini,için:i
sahanın,sahan:ın
dans,dans
kısımlarını,kısım:larını
halimle,halim:le
gördüklerimden,gör:düklerimden
ürkütücü,ürküt:ücü
getiren,getir:en
bakıyor,bak:ıyor
hırçınlığının,hırçın:lığının
geçirmeyi,geçir:meyi
düştüklerinde,düş:tüklerinde
öğrenirsin,öğren:irsin
hikmet,hikmet
meselesi,mesele:si
tahakkümü,tahakküm:ü
bulunup,bulun:up
karışacak,karış:acak
dedim,de:dim
dedin,de:din
vermediklerine,ver:mediklerine
tutabilirsin,tut:abilirsin
muayeneden,muayene:den
oynadığını,oyna:dığını
olursunuz,ol:ursunuz
marmelatı,marmelat:ı
çıkabilecek,çık:abilecek
sizden,siz:den
gibiydi,gibi:ydi
incitmeden,incit:meden
ablasının,abla:sının
görmediğim,gör:mediğim
birbirimize,birbiri:mize
atılıvermiş,atıl:ıvermiş
gideceğiz,git:eceğiz
yatmaya,yat:maya
gördüklerim,gör:düklerim
hatırlattı,hatırla:ttı
demiryolu,demiryol:u
birbirimizi,birbiri:mizi
ikişer,iki:şer
kamerun'da,kamerun:'da
üzümleri,üzüm:leri
bilemem,bile:mem
gözlere,göz:lere
kararlaştırdığımız,karar:laştırdığımız
alaka,alak:a
aman,aman
ıslattırdığı,ısla:ttırdığı
edersem,et:ersem
yapılabilirdi,yap:ılabilirdi
büfe,büfe
halkını,halk:ını
mineral,mineral
evimizi,ev:imizi
yumrukladı,yumrukla:dı
idadisine,idadi:sine
bulunduğum,bulun:duğum
giren,gir:en
bulunduğun,bulun:duğun
okuyacağımı,oku:yacağımı
değişimden,değişim:den
girer,gir:er
değerlendirmeye,değer:lendirmeye
kazayla,kaza:yla
değiştirecek,değiş:tirecek
çekişle,çekiş:le
kalmasına,kal:masına
hatası,hata:sı
unutarak,unut:arak
karşıda,karşı:da
bulunuşum,bulun:uşum
şunlardı,şu:nlardı
utanırım,utan:ırım
vazgeçtim,vazgeç:tim
anlatsın,anlat:sın
paketleri,paket:leri
düşündüğü,düşün:düğü
vazgeçtik,vazgeç:tik
kenarındaki,kenar:ındaki
ölmüşüm,öl:müşüm
kurtarmış,kurtar:mış
dolamadığımı,dola:madığımı
parça,parça
girdin,gir:din
girdim,gir:dim
girdik,gir:dik
koyulurdu,koy:ulurdu
göremediğim,gör:emediğim
bırakmıyor,bırak:mıyor
enseme,ense:me
macera,macera
aşılmaz,aş:ılmaz
memuriyetimden,memuriyet:imden
hatta,hatta
bilmiyorsunuz,bil:miyorsunuz
yumuşaktır,yumuşak:tır
çılgınca,çılgın:ca
yüzgeçlerinden,yüzgeç:lerinden
vardı,vard:ı
zengin,zengin
uzandı,uzan:dı
bildiğimiz,bildik:imiz
silkti,silk:ti
yaklaştırmaktan,yaklaş:tırmaktan
eyvah,eyvah
alamadan,al:amadan
buçuk,buçuk
mühimce,mühim:ce
hıçkırıkla,hıçkırık:la
paranız,para:nız
sanat,sanat
canlandırmaya,canlan:dırmaya
kimim,kimi:m
tuttuğum,tut:tuğum
gökyüzü,gökyüz:ü
birçok,birçok
kıskançlık,kıskanç:lık
eğdi,eğ:di
paranın,para:nın
kabare,kabare
aramayacaktınız,ara:mayacaktınız
reddedişlerimizde,reddet:işlerimizde
günahsızına,günah:sızına
bulanık,bulanık
art,art
arz,arz
harfi,harf:i
çekinen,çekin:en
delidir,deli:dir
muayyen,muayyen
olmalı,ol:malı
ara,ara
fareleri,fare:leri
bari,bari
kulağına,kulak:ına
içmişiz,iç:mişiz
geceleri,geceleri
çenemi,çene:mi
işitti,işit:ti
pahalı,pahalı
pençelerine,pençe:lerine
hırpalaması,hırpala:ması
seninkileri,sen:inkileri
pençelerini,pençe:lerini
küçültüyor,küçül:tüyor
adını,ad:ını
seçimini,seçim:ini
damgası,damga:sı
noktalar,nokta:lar
üstündeki,üst:ündeki
kitapları,kitap:ları
bankaya,banka:ya
başlama,başla:ma
hücum,hücum
uzakta,uzak:ta
çevirmekte,çevir:mekte
korktu,kork:tu
sarsmak,sars:mak
avcumda,avuç:mda
acelesi,acele:si
kurbağaya,kurbağa:ya
namusunu,namus:unu
sola,sol:a
bilet,bilet
hiç,hiç
yemekten,yemek:ten
kahramanı,kahraman:ı
gagası,gaga:sı
değiştirip,değiş:tirip
münasebetimden,münasebet:imden
gidiyordunuz,git:iyordunuz
kapayıncaya,kapa:yıncaya
perde,per:de
şekildeki,şekil:deki
iskemlenin,iskemle:nin
ederek,et:erek
roman,roma:n
sırmalı,sırmalı
kenarda,kenar:da
fidanlarının,fidan:larının
kadını,kadı:nı
oğuşturdu,oğuştur:du
çocukluğunu,çocuk:luğunu
yiyordum,ye:yordum
bırakmıştı,bırak:mıştı
duyduğumu,duy:duğumu
hareketle,hareket:le
kitabın,kitap:ın
bavyeralı,bavyeralı
yaşardım,yaşar:dım
göre,göre
dışındaki,dışı:ndaki
çocukluğuna,çocukluk:una
hakikatten,hakikat:ten
iştirak,iştirak
bulut,bulut
soyundum,soyun:dum
kendilerini,kendi:lerini
uzadıya,uzadıya
fırlayarak,fırla:yarak
değiştirileceğimi,değiş:tirileceğimi
dul,dul
haltlar,halt:lar
hazinesini,hazine:sini
acele,acele
doğurmuştu,doğur:muştu
düşmüştüm,düş:müştüm
bahçeler,bahçe:ler
yazmadı,yaz:madı
üst,üst
toplu,toplu
örme,ör:me
keyifsizliğimi,keyif:sizliğimi
terlikler,terlik:ler
dur,dur
kuşun,kuş:un
şeyle,şe:yle
girmiştim,gir:miştim
defterine,defter:ine
dağılmıştı,dağıl:mıştı
bitirdiğinde,bitir:diğinde
etrafımızdaki,etraf:ımızdaki
attılar,at:tılar
züppeliğe,züppe:liğe
defterini,defter:ini
okula,okul:a
maksatsız,maksat:sız
halde,hal:de
nefsini,nefis:ni
civarındaydı,civar:ındaydı
sertçe,sert:çe
değişir,değiş:ir
birleşmeler,birleş:meler
başladınız,başla:dınız
dikti,dik:ti
uğruyor,uğra:yor
bulmalıyım,bulma:lıyım
somonlar,somon:lar
hattı,hat:tı
dolaştığını,dolaş:tığını
sokaklardan,sokak:lardan
burnunun,burun:unun
dayanmış,dayan:mış
bırakır,bırak:ır
bırakıp,bırak:ıp
dirsekleri,dirsek:leri
baktığını,bak:tığını
kızmış,kız:mış
dikildi,dikil:di
konuştukça,konuş:tukça
yerlerin,yer:lerin
duruşumun,dur:uşumun
üzülecek,üzül:ecek
indirmiş,indir:miş
yılanlar,yılan:lar
güldüğümü,gül:düğümü
refahını,refah:ını
bağlamaya,bağla:maya
çevirdiği,çevir:diği
minik,minik
derhal,derhal
birbiriyle,birbiri:yle
uzun,uzun
tekasüf,tekasüf
tavla,tav:la
kemiren,kemir:en
yanımdan,yan:ımdan
kadına,kadı:na
ayakkabı,ayakkabı
ıstakozla,ıstakoz:la
ayaklarımızın,ayak:larımızın
kaşlarını,kaş:larını
çocuklarla,çocuk:larla
etmemiştim,et:memiştim
boğazlayın,boğazla:yın
kıkırdadı,kıkırda:dı
yapmadığı,yap:madığı
çıkarıyor,çıkar:ıyor
arı,arı
yaşamaya,yaşama:ya
yerine,yerin:e
çocuğuna,çocuk:una
hovardalık,hovarda:lık
güveniyor,güven:iyor
hamdi'ye,hamdi:'ye
saçlı,saçlı
kalkan,kalk:an
konuşmadı,konuş:madı
kalkar,kalk:ar
hakaret,hakaret
deliğe,delik:e
yürüsün,yürü:sün
memleketi,memleket:i
sesimle,ses:imle
görülmemesi,gör:ülmemesi
yüzüyle,yüz:üyle
sarsıyordu,sars:ıyordu
deliği,delik:i
dolaşırken,dolaş:ırken
suyun,su:yun
benzeyerek,benze:yerek
kadınlık,kadın:lık
kazasında,kaza:sında
yavaşça,yavaş:ça
aramış,ara:mış
yazmaya,yazma:ya
yaklaşan,yaklaş:an
vazıh,vazıh
tozlanmış,tozlan:mış
düştüğüne,düş:tüğüne
inildiyordu,inilde:iyordu
kalkıştı,kalkış:tı
yaklaşmak,yaklaş:mak
atılmayan,atıl:mayan
kraliçenin,kraliçe:nin
zannetme,zannet:me
bakındı,bakındı
garabetlerini,garabet:lerini
sıkmayın,sık:mayın
mahrem,mahrem
sediri,sedir:i
paten,paten
suratına,surat:ına
yabancılaştırdığını,yabancı:laştırdığını
çıkmayı,çıkma:yı
durdurdu,durdur:du
bahane,bahane
yakınlığı,yakın:lığı
inmeni,inme:ni
erkeği,erkek:i
meyve,meyve
limanı,lima:nı
alamıyordu,al:amıyordu
iyiliği,iyi:liği
bastırarak,bastır:arak
düzeltip,düzelt:ip
düzeltir,düzelti:r
daldıktan,dal:dıktan
ısrarla,ısrar:la
kendisinin,kendi:sinin
izleyemedim,izle:yemedim
kıpkırmızı,kıpkırmızı
yemeğini,yemek:ini
öfkesinden,öfke:sinden
meşe,meşe
oluşturuyordu,oluş:turuyordu
ediyor,et:iyor
sıkmamıştım,sık:mamıştım
yenerek,yen:erek
şarkıda,şarkı:da
rahatça,rahat:ça
kaybetmemenin,kaybet:memenin
konuştuğum,konuş:tuğum
yaşadığını,yaşa:dığını
hatırlatılmamıştı,hatırla:tılmamıştı
puder'i,puder:'i
sapına,sap:ına
şiir,şiir
edindiği,edin:diği
verirdi,ver:irdi
ışıklarının,ışık:larının
etmediniz,et:mediniz
hizmetçisi,hizmetçi:si
yerlerim,yer:lerim
üzüntü,üzüntü
sıkılıyordum,sıkıla:yordum
yatağına,yatak:ına
unutamayacağım,unut:amayacağım
şarkıya,şarkı:ya
mika,mika
sokarken,sok:arken
yürüyorlardı,yürü:yorlardı
wonderland,wonderland
muvaffakiyetinden,muvaffakiyet:inden
yanaklarımda,yanak:larımda
vurdururum,vur:dururum
yerlerine,yer:lerine
hislerim,his:lerim
candan,candan
yerlerini,yer:lerini
benzemez,benze:mez
vasıtasıyla,vasıtasıyla
hükmettim,hükmet:tim
dağlardaki,dağ:lardaki
söyledikten,söyle:dikten
zavallılık,zavallı:lık
sevgilisinin,sevgi:lisinin
sualimi,sual:imi
bekliyordu,bekle:yordu
bağlayan,bağla:yan
anne,anne
sevebileceğimi,sev:ebileceğimi
gelir,gelir
bulunmuştu,bulun:muştu
bilerek,bilerek
nargileyi,nargile:yi
kendiliğinden,kendiliğinden
tabiyim,tabi:yim
içinin,için:in
geliyorsun,gel:iyorsun
mahzun,mahzun
bırakılmıştı,bırak:ılmıştı
zelanda,zelanda
gülmedi,gül:medi
şaşırtacak,şaşır:tacak
hatırasını,hatıra:sını
gelin,gelin
ifadeyi,ifade:yi
keresinde,keres:inde
kürk,kürk
burundan,burun:dan
işlerimi,iş:lerimi
düşüp,düş:üp
kahvenin,kahve:nin
hayvanla,hayvan:la
akşamdan,akşamdan
gevşek,gevşek
iptila,iptila
kızlar,kız:lar
kadril,kadril
göründüğünü,görün:düğünü
tasavvurlarımın,tasavvur:larımın
kızar,kız:ar
doluşuverdi,dol:uşuverdi
şiirini,şiir:ini
doktordan,doktor:dan
kumardır,kumar:dır
kızmama,kız:mama
vazifelerini,vazife:lerini
şuuru,şuur:u
bekleyeceğimi,bekle:yeceğimi
yürüyordunuz,yürü:yordunuz
diyemiyorum,de:iyemiyorum
bahsetmeseydim,bahset:meseydim
alkışladılar,alkışla:dılar
anlamama,anla:mama
uymazdı,uy:mazdı
hangisinde,hangisi:nde
kaçmıştım,kaç:mıştım
taksimat,taksimat
dayanamadım,dayan:amadım
yapıyordunuz,yap:ıyordunuz
gösterdiğini,göster:diğini
mutluluklar,mutlu:luklar
yemeğinde,yemek:inde
ciyaklıyordu,ciyak:lıyordu
barının,bar:ının
vermemeleri,ver:memeleri
farelerden,fare:lerden
günlerden,gün:lerden
kendimiz,kendi:miz
maksadım,maksat:ım
girdiğimden,gir:diğimden
minnettarım,minnettar:ım
fabrikasına,fabrika:sına
suratını,surat:ını
alçak,alçak
yokken,yok:ken
defaya,defa:ya
boşluğun,boşluk:un
etmiyor,et:miyor
gördüklerini,gör:düklerini
karısına,karı:sına
içimin,iç:imin
anlatmaya,anlat:maya
öğütler,öğütle:r
toparladı,toparla:dı
müspet,müspet
olmamakla,ol:mamakla
çıkamadıkları,çık:amadıkları
suçluluğunu,suçluluk:unu
seyri,seyir
yaşı,yaş:ı
faydasız,fayda:sız
havuz,havuz
ettiniz,et:tiniz
üşümemek,üşü:memek
severim,sev:erim
yabanileşmeye,yabani:leşmeye
dili,dil:i
girmiş,gir:miş
ağrıyordu,ağrı:yordu
istiyorsunuz,iste:yorsunuz
acılık,acı:lık
vermeyiz,ver:meyiz
onsuz,ons:uz
bulmuş,bul:muş
müesseseye,müessese:ye
severiz,sev:eriz
konuşmamıştık,konuş:mamıştık
bulduktan,bulduk:tan
söyledikleriniz,söyle:dikleriniz
kırparak,kırp:arak
pat,pat
arkalarından,arka:larından
kendimin,kendi:min
bulamıyordu,bula:mıyordu
kararlarının,karar:larının
yazılır,yazılı:r
müşkül,müşkül
karamsar,karamsar
beraberliklerden,beraber:liklerden
kalmıştı,kal:mıştı
bildiğim,bil:diğim
bildiğin,bil:diğin
kenar,kenar
erkeklerden,erkek:lerden
nemli,nemli
donatılan,donat:ılan
umuyordum,um:uyordum
bozucu,boz:ucu
karışıyordu,karış:ıyordu
bulması,bul:ması
bendeki,be:ndeki
içinizi,iç:inizi
büyüyorum,büyü:yorum
bekle,bek:le
doğru,doğru
niyetinde,niyet:inde
düşüncesini,düşünce:sini
canım,can:ım
korkuyorlar,kork:uyorlar
söyleyemediğime,söyle:yemediğime
kişilik,kişilik
yatıyorlardı,yat:ıyorlardı
dokunmaktan,dokun:maktan
oturturken,otur:turken
sahneye,sahne:ye
inanamadığım,inan:amadığım
beynimin,beyin:min
arıyoruz,ara:yoruz
kimsesi,kimse:si
harici,harici
eda,eda
söylediklerimin,söyle:diklerimin
ede,e:de
fecaatini,fecaat:ini
çekinişim,çekin:işim
hırkalar,hırka:lar
aylardan,ay:lardan
tencere,tencere
alevinin,alevi:nin
miskin,miskin
kanar,kana:r
geçme,geç:me
özel,özel
baktı,bak:tı
taşkın,taşkın
yesem,ye:sem
dizilmiş,diz:ilmiş
oynuyordum,oyna:yordum
gitme,git:me
bakabilir,bak:abilir
yanındakiler,yan:ındakiler
tercümeleri,tercüme:leri
derdik,dert:ik
anlattığı,anlat:tığı
kedi,kedi
derdim,dert:im
terbiyesizliğe,terbiye:sizliğe
heyecanlar,heyecan:lar
hayatıma,hayat:ıma
ederler,et:erler
anahtarı,anahtar:ı
kadardı,kadar:dı
nispetleri,nispet:leri
öğleden,öğle:den
gine,gine
etmemişti,et:memişti
lazımsa,lazım:sa
hudutlar,hudut:lar
inandırıyordu,inan:dırıyordu
haberim,haber:im
haberin,haber:in
sordukları,sor:dukları
ekseni,eksen:i
söyledi,söyle:di
öksürüğe,öksürük:e
geceyle,gece:yle
duyabildi,duy:abildi
yazmasına,yazma:sına
vaziyete,vaziyet:e
oturulduğu,otur:ulduğu
ikimiz,ik:imiz
aldıkça,al:dıkça
saldırdılar,saldır:dılar
muhitimden,muhit:imden
ufuk,ufuk
ütületiyor,ütüle:tiyor
gibiydiler,gib:iydiler
alanı,alan:ı
çizgiler,çizgi:ler
olacaksın,ol:acaksın
aciz,aciz
fırlamış,fırla:mış
ressamlar,ressam:lar
sütunlar,sütun:lar
sonbaharını,sonbahar:ını
tercümeleriyle,tercüme:leriyle
kuğu,kuğu
sokmamak,sok:mamak
nefes,nefes
dolayısıyla,dolayı:sıyla
susuyordum,susa:yordum
süratliydi,sürat:liydi
kuyruğunu,kuyruk:unu
andıran,andır:an
nazik,nazik
yapacağı,yap:acağı
taş,taş
beyaz,beyaz
olurdu,ol:urdu
kızı,kız:ı
kuyruğuna,kuyruk:una
gösterebiliyor,göster:ebiliyor
uğraşmaktan,uğraş:maktan
üçüncü,üçüncü
şarkıdan,şarkı:dan
görseniz,gör:seniz
göreceksiniz,gör:eceksiniz
durduğum,dur:duğum
misel,misel
heyecanlanıyordum,heyecanlan:ıyordum
çekiyorlarmış,çek:iyorlarmış
hatun'dan,hatun:'dan
fırladım,fırla:dım
iddia,iddia
yaptı,yap:tı
sıkılmamaya,sıkıl:mamaya
çökmüş,çök:müş
yaptıklarının,yap:tıklarının
açlıktan,açlık:tan
evinden,ev:inden
dostça,dost:ça
dibinde,dib:inde
yürüyeceğim,yürü:yeceğim
çirkinleştirme,çirkin:leştirme
pekmezi,pekmez:i
umulmaz,um:ulmaz
uyanık,uyanık
ediyordu,et:iyordu
metre,metre
vaziyetimi,vaziyet:imi
başlamıştı,başla:mıştı
terhis,terhis
olmuşsa,ol:muşsa
sıkıştırdım,sıkış:tırdım
kararıyla,karar:ıyla
önümde,ön:ümde
diğerlerine,diğer:lerine
türkiye'de,türkiye:'de
anlamayın,anla:mayın
arayan,ara:yan
gülüyordum,gül:üyordum
yapmışlardır,yap:mışlardır
ağaçlar,ağaç:lar
taç,taç
anahtara,anahtar:a
hüzünlerin,hüzün:lerin
alıştıkları,alış:tıkları
kapıları,kapı:ları
ağaç,ağaç
avukattı,avukat:tı
karıştı,karış:tı
taze,taze
kolumdan,kol:umdan
geri,geri
gazinonun,gazino:nun
tanıdığım,tanıdık:ım
şeker,şeker
aşağıdaki,aşağı:daki
anahtar,anahtar
yerleştirmezse,yerleş:tirmezse
fareler,fare:ler
geliyorlardı,gel:iyorlardı
ayrılmadan,ayrıl:madan
kaldırıyor,kaldır:ıyor
gayretimi,gayret:imi
soru,soru
kalktık,kalk:tık
yalnızım,yalnız:ım
kalktım,kalk:tım
ferahlarım,ferah:larım
vücutlarıyla,vücut:larıyla
şekil,şekil
asarak,as:arak
gayretime,gayret:ime
yürümüşüm,yürü:müşüm
getirildiğini,getir:ildiğini
çarpım,çarpım
pembelik,pembelik
olmuşsun,ol:muşsun
gitmiştik,git:miştik
gitmiştim,git:miştim
varacak,var:acak
yoruldukları,yor:uldukları
burnun,burun:n
duymamıştı,duy:mamıştı
çabalaması,çabala:ması
şekillerde,şekil:lerde
yapamazlar,yap:amazlar
değilsin,değil:sin
sırıtma,sırıt:ma
mantığın,mantık:ın
üşüyeceksin,üşü:yeceksin
doyurabilir,doyur:abilir
günlerimde,gün:lerimde
tat,tat
elimle,el:imle
yüzde,yüz:de
korkusundan,korku:sundan
iptilasının,iptila:sının
patron,patron
bitmemesini,bit:memesini
boşalmış,boşal:mış
davaya,dava:ya
ödülü,ödül:ü
ecnebilere,ecnebi:lere
çoğu,çoğu
adamın,ada:mın
kaçmış,kaç:mış
kıkırdadılar,kıkırda:dılar
doluyduk,dolu:yduk
görseydin,gör:seydin
tam,tam
tan,tan
renksiz,renk:siz
buydu,buy:du
soyunmuştum,soyun:muştum
vaziyetimden,vaziyet:imden
kıvranıyor,kıvran:ıyor
eldivenlerinden,eldiven:lerinden
evvelce,evvelce
kabiliyetini,kabiliyet:ini
siz,siz
kabiliyetine,kabiliyet:ine
anlatır,anlatı:r
tarafı,taraf:ı
gerçeği,gerçek:i
bozukluğundan,bozuk:luğundan
yazlık,yazlık
tahrik,tahrik
duymamasını,duy:mamasını
alışmıştı,alış:mıştı
telaş,telaş
beresini,bere:sini
seneye,seneye
doğrulup,doğrul:up
ölüye,ölü:ye
çatarak,çat:arak
maske,maske
kaçmışa,kaç:mışa
gecesini,gece:sini
yılda,yıl:da
uçarak,uç:arak
getirtmekti,getir:tmekti
neticesi,netice:si
ruhlarımız,ruh:larımız
bilmeden,bil:meden
bittiğini,bit:tiğini
batan,bat:an
adımları,adım:ları
düşünmemiştik,düşün:memiştik
manasıyla,mana:sıyla
bağrışmaları,bağrış:maları
farz,farz
yürüdü,yürü:dü
bırakıyordu,bırak:ıyordu
ortada,orta:da
gezdiniz,gez:diniz
alttan,alt:tan
geçilemeyecek,geç:ilemeyecek
bileziğin,bilezik:in
şişmanca,şişman:ca
daireden,daire:den
bulutlardan,bulut:lardan
aradığıma,ara:dığıma
toplantılara,toplantı:lara
kütle,küt:le
istihfafla,istihfaf:la
peynirin,peynir:in
düzelmesi,düzel:mesi
kalamıyordum,kal:amıyordum
girsem,gir:sem
komutları,komut:ları
odamı,oda:mı
toplandı,toplan:dı
görmüyor,gör:müyor
anımsadı,anımsa:dı
aldığını,al:dığını
gerisine,geri:sine
duyulacak,duy:ulacak
şiddetlenen,şiddetlen:en
kapanmıyor,kapan:mıyor
sıkıyordum,sık:ıyordum
bulmaktan,bul:maktan
parasız,para:sız
şaka,şaka
defadır,defa:dır
tanımanın,tanı:manın
içerek,iç:erek
seslerine,ses:lerine
zevkleri,zevk:leri
bakmış,bak:mış
kontları,kont:ları
karışık,karışık
sıcağa,sıcak:a
yada,yad:a
zihnimde,zihin:mde
çöktü,çök:tü
odasına,oda:sına
kuvvetli,kuvvetli
olağan,olağan
kuvvetlendiriyordu,kuvvetlen:diriyordu
oyuncağıydım,oyuncak:ıydım
tanıdık,tanıdık
gözyaşı,gözyaş:ı
ördek,ördek
tanıdım,tanı:dım
aksırıyor,aksır:ıyor
sohbetleri,sohbet:leri
sıkmaya,sık:maya
elimden,elim:den
ilave,ilave
pencereyi,pencere:yi
abajurlu,abajur:lu
edin,edin
dolaştık,dolaş:tık
çehresinin,çehre:sinin
dolaştım,dolaş:tım
derli,derli
gerekti,gerek:ti
ehemmiyetli,ehemmiyet:li
saklandım,saklan:dım
terlediğim,terle:diğim
arıyordu,ara:yordu
emindi,emin:di
uyuyordu,uy:uyordu
fazla,fazla
dinlemek,dinle:mek
kalmadığı,kal:madığı
okşuyor,okşa:yor
yaşlık,yaş:lık
kestim,kes:tim
çevrelerine,çevre:lerine
nasip,nasip
duyulmaz,duy:ulmaz
soğuk,soğuk
terleyen,terle:yen
buralardaki,bura:lardaki
tepetaklak,tepetaklak
boğulmuşa,boğ:ulmuşa
aklımca,akıl:mca
mermer,mermer
infiale,infial:e
kıvrıntılar,kıvrıntı:lar
gittiğini,git:tiğini
hevesli,hevesli
arabalarıyla,araba:larıyla
iyiydi,iyi:ydi
almaktan,al:maktan
veriyordu,ver:iyordu
kavradı,kavra:dı
kesilmek,kes:ilmek
tutunmak,tutun:mak
olacaktım,olacak:tım
şaşırtıcı,şaşırt:ıcı
mahkumu,mahkum:u
tokasını,toka:sını
yaşamaktaydı,yaşa:maktaydı
anlayamıyorum,anla:yamıyorum
arkadaşlarınızdan,arkadaş:larınızdan
tiedemann'ın,tiedemann:'ın
silkerek,silk:erek
sevdiğimiz,sev:diğimiz
lüzumundan,lüzum:undan
karşımdan,karşı:mdan
intihar,intihar
altındaydılar,altın:daydılar
mağazalarına,mağaza:larına
çapkınlıktan,çapkın:lıktan
vazgeçmiyorlar,vazgeç:miyorlar
münasebette,münasebet:te
ifadeden,ifade:den
yabankedisi,yabankedi:si
gecelerde,gece:lerde
düşününüz,düşün:ünüz
odasını,oda:sını
*,?
tanımama,tanı:mama
neviden,nevi:den
darılarak,darıl:arak
kuşam,kuşam
benliğini,benlik:ini
istisnanın,istisna:nın
duyacaklar,duy:acaklar
çalıştı,çalış:tı
yatağının,yatak:ının
insana,insa:na
bağırışlar,bağır:ışlar
kalkmak,kalk:mak
mudur,mu:dur
vagona,vagon:a
ışıklar,ışık:lar
çektiler,çek:tiler
teklifte,teklif:te
düzgün,düzgün
güldürdü,güldür:dü
gelmeyen,gel:meyen
çalıştıklarını,çalış:tıklarını
yeterdi,yeter:di
eldivenlerle,eldiven:lerle
servetin,servet:in
kedisini,kedi:sini
makalesi,makale:si
beklemedim,bekle:medim
merasimi,merasim:i
sisler,sis:ler
odama,oda:ma
sefilleri,sefil:leri
umurunda,umur:unda
var,var
bildiklerimle,bil:diklerimle
bulacağını,bul:acağını
yaşanabileceğini,yaşan:abileceğini
iskemlede,iskemle:de
aradığımı,ara:dığımı
olmayacak,ol:mayacak
tiedemann'dan,tiedemann:'dan
dönüyorsunuz,dön:üyorsunuz
senelik,sene:lik
tavrı,tavır
gününün,gün:ünün
galeri'deki,galeri:'deki
içerliyordum,içerle:yordum
münasebetlerinde,münasebet:lerinde
saydım,say:dım
münasebetimizin,münasebet:imizin
kurtulabildiniz,kurtul:abildiniz
bağlandığından,bağla:ndığından
kilitler,kilitle:r
celladın,cellat:ın
